Year,T,P,E,PpE,PmE
1959,12.951305833333333,1027.160904,1033.3904,2060.551304,-6.229495999999926
1960,13.050810833333333,1022.572136,1027.023396,2049.5955320000003,-4.4512600000000475
1961,12.966086666666667,1023.693743,1029.926133,2053.6198759999997,-6.232389999999896
1962,12.942505833333334,1022.474932,1028.007214,2050.482146,-5.532282000000009
1963,12.963689166666667,1021.570392,1029.418284,2050.988676,-7.847892000000115
1964,12.781405,1021.371091,1023.757108,2045.128199,-2.386017000000038
1965,12.956994166666666,1015.416523,1019.899381,2035.315904,-4.482857999999965
1966,13.0376425,1019.85833,1024.279724,2044.138054,-4.421393999999964
1967,12.940581666666667,1025.414321,1030.163873,2055.5781939999997,-4.749551999999994
1968,12.9185,1020.551589,1024.528781,2045.0803700000001,-3.9771919999999454
1969,13.048418333333334,1029.246279,1036.601774,2065.8480529999997,-7.355495000000019
1970,13.086740833333334,1026.211137,1029.3811660000001,2055.5923030000004,-3.1700290000001132
1971,12.957468333333333,1006.0709459999999,1008.430459,2014.501405,-2.3595130000001063
1972,13.0469975,1022.625545,1030.155284,2052.780829,-7.5297389999999496
1973,13.126803333333333,1025.840827,1030.30918,2056.150007,-4.468352999999979
1974,12.831673333333333,1019.965343,1025.857219,2045.8225619999998,-5.891876000000025
1975,12.895465833333333,1017.480475,1021.8637659999999,2039.3442409999998,-4.383290999999986
1976,12.8392,1016.471079,1024.443241,2040.9143199999999,-7.972161999999912
1977,13.107616666666667,1028.839031,1033.121969,2061.9610000000002,-4.282938000000058
1978,12.999689166666666,1027.616655,1032.840572,2060.457227,-5.223917000000029
1979,13.135035833333333,1027.856865,1034.907451,2062.764316,-7.050586000000067
1980,13.247805,1029.023037,1034.588377,2063.611414,-5.565340000000106
1981,13.29326,1031.546861,1038.448923,2069.9957839999997,-6.902061999999887
1982,13.124233333333333,1027.202142,1035.294467,2062.496609,-8.092324999999846
1983,13.27864,1033.0234169999999,1037.463523,2070.48694,-4.440106000000014
1984,13.037115833333333,1027.382751,1031.945496,2059.3282470000004,-4.56274499999995
1985,13.064776666666667,1027.089335,1032.29337,2059.382705,-5.204035000000204
1986,13.181263333333334,1033.988955,1042.382742,2076.371697,-8.393786999999975
1987,13.240526666666666,1038.10729,1048.091168,2086.198458,-9.983878000000004
1988,13.3347625,1036.250095,1039.269606,2075.519701,-3.019510999999966
1989,13.168350833333333,1026.884628,1031.149309,2058.033937,-4.264680999999882
1990,13.48467,1035.1458910000001,1041.074366,2076.220257,-5.928474999999935
1991,13.446974166666667,1031.061375,1034.055895,2065.1172699999997,-2.994519999999966
1992,13.213839166666666,1031.307853,1037.148725,2068.4565780000003,-5.84087199999999
1993,13.203379166666666,1023.977041,1029.540504,2053.517545,-5.56346300000007
1994,13.3132725,1019.894481,1027.300805,2047.1952860000001,-7.4063240000000405
1995,13.523254166666668,1029.157494,1034.552374,2063.709868,-5.394880000000057
1996,13.370444166666667,1035.825292,1040.1661100000001,2075.991402,-4.340818000000127
1997,13.512046666666667,1035.815215,1040.261371,2076.076586,-4.446155999999974
1998,13.690861666666667,1046.047285,1051.146001,2097.193286,-5.098715999999968
1999,13.4545875,1028.983692,1033.523781,2062.507473,-4.54008900000008
2000,13.481266666666667,1036.464064,1040.917936,2077.382,-4.453872000000047
2001,13.601135,1035.091239,1041.669379,2076.7606180000002,-6.578139999999848
2002,13.70433,1036.238397,1039.452024,2075.6904210000002,-3.2136269999998603
2003,13.674990833333334,1044.465827,1051.040728,2095.506555,-6.574900999999954
2004,13.6327325,1044.425402,1048.364435,2092.7898370000003,-3.939032999999881
2005,13.861923333333333,1040.096711,1041.706205,2081.8029159999996,-1.6094940000000406
2006,13.815395833333334,1042.951783,1046.969544,2089.921327,-4.017761000000064
2007,13.785876666666667,1043.507013,1046.268619,2089.775632,-2.761606000000029
2008,13.633125,1035.30998,1039.54332,2074.8532999999998,-4.233339999999998
2009,13.768435833333333,1043.455491,1048.136233,2091.591724,-4.680742000000009
2010,13.8185875,1056.168444,1061.1909719999999,2117.359416,-5.022527999999966
